ImageId,EncodedPixels
TCGA-AO-A0J2-01A-01-BSA_0, 131972 10 132468 20 132965 25 133463 28 133961 31 134459 34 134957 36 135456 37 135955 38 136454 39 136954 39 137454 39 137954 39 138454 39 138953 40 139454 38 139954 38 140454 38 140954 38 141454 38 141954 38 142454 38 142955 36 143455 36 143956 35 144456 34 144957 33 145458 31 145959 29 146461 25 146963 22 147466 16 147969 10
TCGA-AO-A0J2-01A-01-BSA_0, 179721 7 180220 10 180719 12 181219 13 181718 14 182218 15 182718 16 183218 16 183718 17 184218 17 184718 18 185219 18 185719 18 186219 19 186719 19 187220 18 187720 18 188220 18 188721 17 189221 18 189722 17 190222 17 190723 15 191224 14 191725 13 192226 12 192727 10 193228 9 193729 7
TCGA-AO-A0J2-01A-01-BSA_0, 210317 9 210816 11 211316 11 211815 13 212315 13 212815 13 213315 13 213815 14 214315 14 214815 14 215315 15 215815 16 216315 16 216815 17 217316 16 217816 17 218317 17 218817 17 219318 17 219819 16 220321 15 220822 15 221323 14 221824 14 222324 15 222824 15 223325 14 223826 13 224327 13 224828 11 225330 9 225831 8 226335 2
TCGA-AO-A0J2-01A-01-BSA_0, 17535 11 18033 15 18531 18 19029 20 19528 22 20027 23 20527 24 21026 25 21526 25 22026 26 22525 27 23025 27 23525 27 24025 27 24525 26 25025 26 25525 26 26025 25 26525 25 27024 25 27524 25 28024 24 28525 22 29025 22 29525 21 30026 20 30527 18 31028 16 31531 12 32038 1
TCGA-AO-A0J2-01A-01-BSA_0, 72645 2 73142 7 73641 10 74140 12 74639 14 75138 16 75638 17 76137 19 76637 20 77137 20 77636 21 78136 21 78636 21 79136 22 79637 20 80137 20 80637 20 81138 19 81638 19 82138 19 82639 17 83139 16 83639 16 84140 14 84640 13 85141 11 85642 9 86145 4
TCGA-AO-A0J2-01A-01-BSA_0, 70408 8 70905 14 71403 18 71901 21 72400 23 72899 25 73398 27 73897 28 74397 29 74897 29 75396 31 75896 32 76395 33 76895 33 77395 33 77895 33 78395 33 78895 33 79396 32 79897 30 80398 29 80900 27 81403 23 81910 15
TCGA-AO-A0J2-01A-01-BSA_0, 45283 7 45779 14 46277 17 46776 19 47275 21 47774 22 48274 23 48773 25 49273 25 49772 27 50272 27 50772 28 51272 29 51772 29 52271 31 52771 31 53271 31 53771 31 54271 31 54772 31 55272 31 55772 31 56273 30 56773 30 57274 29 57775 28 58276 27 58776 27 59277 25 59778 24 60278 24 60779 23 61279 22 61780 21 62280 20 62780 20 63281 18 63781 18 64282 17 64782 16 65283 15 65784 13 66284 13 66786 10 67288 7
TCGA-AO-A0J2-01A-01-BSA_0, 64185 6 64683 10 65180 14 65677 18 66175 21 66674 23 67173 25 67672 26 68172 27 68672 27 69172 27 69672 27 70172 27 70672 27 71173 26 71673 26 72175 24 72676 22 73178 19 73680 15
TCGA-AO-A0J2-01A-01-BSA_0, 17746 4 18240 15 18738 19 19236 23 19735 25 20234 28 20733 30 21233 31 21732 33 22231 35 22731 36 23231 37 23731 38 24230 40 24730 41 25230 42 25730 42 26230 42 26731 41 27231 42 27731 42 28231 41 28731 41 29232 40 29732 40 30233 39 30733 39 31234 37 31735 36 32235 36 32736 34 33237 33 33738 32 34239 30 34741 27 35242 26 35744 23 36247 18
TCGA-AO-A0J2-01A-01-BSA_0, 24096 9 24595 12 25094 14 25593 16 26092 17 26591 19 27091 19 27590 20 28090 20 28589 21 29089 21 29590 19 30090 19 30591 17 31091 16 31592 14 32093 12 32595 8
TCGA-AO-A0J2-01A-01-BSA_0, 228391 3 229893 5 230397 1 230897 3 231397 5 231886 7 231897 6 232383 12 232397 6 232881 14 232896 8 233381 23 233881 24 234381 24 234881 24 235381 24 235881 24 236381 25 236881 25 237381 25 237882 24 238382 25 238882 25 239382 25 239883 25 240383 25 240883 25 241383 25 241884 24 242384 24 242884 24 243385 23 243885 23 244385 23 244886 22 245386 22 245886 22 246387 21 246887 21 247388 20 247889 18 248390 17 248892 14 249395 6
TCGA-AO-A0J2-01A-01-BSA_0, 34461 10 34957 21 35456 24 35954 28 36453 30 36952 33 37451 35 37949 38 38448 40 38947 42 39446 44 39945 46 40445 46 40944 48 41444 48 41943 50 42443 50 42942 51 43442 51 43942 51 44441 52 44941 52 45441 52 45941 52 46441 51 46941 51 47441 51 47942 49 48442 49 48943 47 49444 45 49946 9 49968 19 50476 9
TCGA-AO-A0J2-01A-01-BSA_0, 186485 8 186984 10 187484 10 187983 11 188483 11 188982 12 189482 12 189981 12 190480 13 190980 12 191479 13 191979 13 192478 14 192977 14 193477 14 193976 15 194476 14 194976 14 195476 13 195976 13 196476 12 196977 9
TCGA-AO-A0J2-01A-01-BSA_0, 87398 15 87895 21 88394 23 88892 27 89391 29 89890 30 90389 31 90888 32 91388 33 91887 34 92386 35 92885 36 93384 38 93884 38 94383 38 94883 38 95382 39 95882 38 96382 37 96882 36 97382 35 97882 34 98383 32 98884 29 99391 20 99898 8
TCGA-AO-A0J2-01A-01-BSA_0, 191117 4 191616 8 192116 10 192616 12 193116 13 193616 14 194116 15 194616 15 195117 15 195617 16 196117 17 196617 17 197118 16 197618 15 198118 15 198619 14 199119 13 199620 11 200121 9 200623 5
TCGA-AO-A0J2-01A-01-BSA_0, 164730 9 165226 14 165724 17 166223 19 166722 20 167221 21 167721 21 168220 22 168720 23 169220 22 169719 23 170219 23 170718 24 171218 24 171718 24 172218 24 172718 24 173218 23 173717 24 174217 23 174717 23 175218 21 175718 20 176218 20 176719 18 177219 16 177721 13
TCGA-AO-A0J2-01A-01-BSA_0, 119612 3 120108 11 120606 14 121104 17 121603 18 122101 20 122600 21 123099 22 123598 23 124097 24 124596 25 125096 25 125595 26 126095 25 126595 25 127095 24 127595 23 128096 20 128596 19 129097 16 129597 14 130098 11 130599 7
TCGA-AO-A0J2-01A-01-BSA_0, 141708 7 142207 10 142707 10 143206 11 143706 11 144205 13 144705 13 145204 14 145704 14 146203 15 146703 16 147203 16 147702 17 148201 18 148701 18 149200 20 149699 21 150198 22 150697 23 151196 24 151695 25 152194 26 152693 27 153192 28 153691 29 154190 30 154689 31 155189 31 155688 31 156188 31 156688 31 157187 32 157687 32 158186 32 158686 32 159186 32 159686 32 160185 32 160685 32 161185 32 161684 32 162184 32 162684 32 163184 31 163684 31 164183 31 164683 31 165183 30 165683 30 166183 29 166683 29 167183 28 167683 28 168183 27 168683 26 169184 25 169684 24 170185 22 170686 20 171187 18 171689 15 172190 13 172692 10 173194 6
TCGA-AO-A0J2-01A-01-BSA_0, 182273 6 182772 13 183272 16 183771 19 184271 20 184771 22 185271 23 185772 23 186272 24 186772 26 187273 26 187773 27 188274 27 188775 27 189276 28 189776 29 190277 29 190778 30 191280 30 191780 31 192281 31 192782 31 193283 31 193784 30 194285 29 194787 27 195288 26 195789 25 196290 24 196791 23 197293 21 197794 19 198296 17 198798 14 199301 9
TCGA-AO-A0J2-01A-01-BSA_0, 190100 8 190599 10 191098 12 191596 14 192095 16 192594 18 193094 18 193593 20 194092 22 194592 23 195092 23 195592 24 196092 24 196591 25 197091 26 197592 25 198092 26 198592 26 199092 27 199592 27 200093 26 200593 27 201094 26 201595 25 202096 24 202597 24 203098 23 203599 22 204099 22 204600 21 205101 20 205602 19 206103 17 206604 16 207105 15 207606 13 208107 11 208609 7
TCGA-AO-A0J2-01A-01-BSA_0, 137435 3 137930 10 138428 13 138926 16 139424 19 139923 21 140422 22 140921 24 141420 25 141920 25 142419 26 142919 26 143419 26 143920 25 144420 25 144920 25 145420 25 145920 24 146421 23 146921 23 147421 22 147921 21 148422 19 148922 18 149423 15 149924 11
TCGA-AO-A0J2-01A-01-BSA_0, 169139 6 169638 9 170137 11 170636 13 171136 13 171634 15 172133 16 172633 16 173133 15 173633 15 174133 15 174633 15 175133 14 175634 13 176133 14 176633 14 177133 14 177633 13 178133 13 178634 11 179134 10 179635 7
TCGA-AO-A0J2-01A-01-BSA_0, 46189 5 46687 8 47187 9 47686 10 48186 11 48685 12 49185 12 49685 13 50185 13 50685 13 51185 13 51685 14 52186 13 52686 13 53186 14 53686 14 54186 15 54686 15 55186 15 55686 16 56186 16 56686 16 57186 16 57686 16 58186 16 58686 16 59186 16 59687 15 60187 15 60687 15 61188 14 61688 13 62189 12 62690 10 63192 6
TCGA-AO-A0J2-01A-01-BSA_0, 27688 6 28187 8 28686 10 29185 11 29684 12 30184 12 30683 13 31182 14 31682 14 32181 15 32681 15 33180 15 33680 15 34179 16 34678 17 35178 16 35678 16 36178 16 36678 15 37178 15 37678 14 38178 14 38679 12 39180 11 39680 10 40181 8 40682 5
TCGA-AO-A0J2-01A-01-BSA_0, 99149 3 99645 15 100144 22 100644 27 101144 28 101643 30 102143 31 102643 31 103142 33 103642 33 104142 34 104641 35 105141 35 105641 36 106140 37 106640 37 107140 37 107640 37 108139 38 108639 38 109139 38 109639 38 110139 38 110639 38 111139 38 111639 38 112139 38 112640 37 113140 36 113641 35 114142 34 114643 33 115145 30 115655 20 116160 14 116662 11 117164 9 117668 3
TCGA-AO-A0J2-01A-01-BSA_0, 135389 7 135887 13 136385 17 136885 19 137384 21 137883 22 138383 22 138882 23 139382 23 139882 23 140382 23 140882 23 141381 23 141881 23 142381 23 142881 23 143381 23 143881 23 144381 22 144882 20 145382 16 145400 1 145882 16 146383 15 146884 13 147385 10 147889 4
TCGA-AO-A0J2-01A-01-BSA_0, 99992 8 100491 10 100989 12 101487 14 101986 15 102484 17 102983 18 103480 21 103977 24 104475 26 104973 28 105472 29 105970 31 106470 31 106969 32 107468 33 107967 34 108466 35 108965 36 109464 37 109963 38 110463 38 110962 39 111462 39 111962 39 112461 40 112961 40 113461 40 113962 39 114463 38 114964 37 115465 36 115967 33 116468 32 116970 28 117473 13
TCGA-AO-A0J2-01A-01-BSA_0, 104301 4 104800 7 105300 9 105800 10 106300 13 106799 16 107299 17 107799 19 108299 20 108799 21 109299 22 109799 22 110298 24 110798 24 111298 24 111797 25 112296 25 112796 25 113296 24 113797 22 114299 19 114803 13 115306 8
TCGA-AO-A0J2-01A-01-BSA_0, 175562 13 176059 17 176558 20 177057 23 177556 25 178055 28 178085 1 178554 32 179053 33 179552 34 180051 35 180550 36 181049 37 181548 38 182047 39 182546 40 183046 39 183545 40 184045 41 184544 42 185044 42 185544 42 186044 42 186543 44 187043 44 187543 44 188043 44 188543 44 189043 44 189543 44 190044 43 190544 43 191044 43 191545 42 192046 41 192547 39 193049 36 193552 31 194056 24 194569 1
TCGA-AO-A0J2-01A-01-BSA_0, 203558 12 204057 16 204555 19 205054 22 205553 24 206050 28 206547 31 207045 33 207543 36 208041 38 208540 39 209039 40 209538 41 210038 41 210537 41 211037 41 211537 41 212037 40 212537 39 213037 37 213537 36 214037 34 214538 31 215038 29 215539 27 216041 23 216543 19 217044 16 217546 11
TCGA-AO-A0J2-01A-01-BSA_0, 76681 11 77179 15 77679 16 78178 18 78678 18 79178 18 79678 18 80178 18 80678 18 81178 18 81678 18 82178 18 82679 17 83179 17 83679 17 84180 16 84680 16 85180 17 85681 16 86181 16 86681 16 87181 16 87682 15 88182 15 88682 15 89183 14 89683 14 90183 14 90684 12 91185 11 91686 9 92188 6
TCGA-AO-A0J2-01A-01-BSA_0, 85239 7 85738 9 86236 12 86734 14 87231 18 87730 19 88227 22 88725 24 89221 28 89721 28 90222 27 90722 27 91222 27 91722 27 92221 28 92721 27 93221 27 93721 27 94221 27 94722 25 95222 25 95722 25 96222 24 96723 23 97223 23 97724 22 98224 22 98724 21 99225 20 99725 20 100226 19 100726 19 101227 18 101727 18 102227 18 102728 17 103228 16 103728 16 104229 15 104730 13 105231 11
TCGA-AO-A0J2-01A-01-BSA_0, 1119 4 1617 8 2116 11 2616 12 3116 12 3615 14 4115 15 4616 14 5116 15 5617 15 6118 14 6619 14 7120 13 7621 12 8122 11 8623 9 9127 5
TCGA-AO-A0J2-01A-01-BSA_0, 81128 3 81627 6 82126 8 82626 9 83125 11 83625 12 84125 13 84624 15 85124 15 85624 15 86124 15 86624 16 87124 16 87624 16 88124 16 88624 15 89124 15 89625 13 90126 12 90628 8
TCGA-AO-A0J2-01A-01-BSA_0, 23951 14 24448 29 24946 35 25445 37 25944 39 26444 40 26944 40 27445 39 27946 38 28447 38 28949 36 29451 34 29953 31 30455 29 30956 27 31458 23 31960 20 32462 18 32964 15
TCGA-AO-A0J2-01A-01-BSA_0, 200802 10 201302 12 201801 14 202301 16 202802 17 203302 18 203803 18 204304 18 204805 18 205305 19 205806 18 206307 17 206808 16 207309 14 207812 9
TCGA-AO-A0J2-01A-01-BSA_0, 67546 6 68044 10 68543 12 69043 12 69542 13 70042 14 70542 14 71042 14 71542 15 72042 15 72541 16 73041 16 73541 17 74041 17 74541 17 75040 18 75540 19 76039 20 76539 20 77038 21 77538 21 78037 22 78537 22 79037 22 79537 22 80037 21 80537 20 81037 19 81537 18 82037 17 82537 15 83038 13 83538 12 84039 10 84539 10 85040 8
TCGA-AO-A0J2-01A-01-BSA_0, 16304 5 16799 16 17297 20 17795 23 18293 26 18791 29 19290 31 19789 32 20287 34 20787 35 21286 36 21786 36 22285 37 22785 37 23285 38 23785 38 24284 39 24784 39 25284 39 25783 40 26283 40 26782 41 27282 41 27782 41 28282 41 28781 42 29281 42 29781 42 30281 42 30781 42 31281 42 31781 42 32281 42 32781 42 33281 42 33782 41 34282 41 34782 40 35282 40 35782 40 36282 40 36782 39 37283 38 37783 37 38285 35 38789 30 39296 21 39797 19 40298 17 40800 14 41303 9 41806 1
TCGA-AO-A0J2-01A-01-BSA_0, 33152 2 33651 4 34151 5 34650 6 35150 7 35650 7 36150 8 36650 8 37149 10 37649 11 38149 11 38649 12 39149 13 39649 13 40148 14 40648 15 41148 15 41648 15 42148 16 42649 15 43149 15 43649 16 44149 16 44649 16 45150 15 45650 15 46151 14 46651 14 47152 13 47654 11 48155 10 48656 8 49157 7 49659 4
TCGA-AO-A0J2-01A-01-BSA_0, 51453 11 51951 16 52450 19 52950 21 53449 23 53949 25 54449 26 54949 27 55449 28 55949 30 56450 30 56950 30 57451 30 57951 30 58452 29 58952 29 59453 28 59953 28 60454 27 60955 26 61455 26 61957 24 62458 24 62960 22 63463 20 63966 17 64468 15 64971 12 65473 9
TCGA-AO-A0J2-01A-01-BSA_0, 120942 20 121440 28 121938 33 122436 37 122934 41 123433 43 123931 49 124431 50 124930 51 125429 52 125928 53 126428 52 126927 52 127427 51 127927 49 128427 46 128927 43 129427 41 129928 37 130432 30 130936 23 131439 16 131943 7
TCGA-AO-A0J2-01A-01-BSA_0, 168385 8 168885 9 169385 11 169885 12 170385 13 170885 14 171385 15 171885 16 172385 17 172885 19 173385 20 173885 21 174385 22 174885 23 175385 23 175885 24 176385 25 176886 24 177386 25 177887 24 178387 24 178888 23 179388 23 179889 21 180389 20 180890 18 181391 14 181893 7
TCGA-AO-A0J2-01A-01-BSA_0, 8262 3 8762 5 9263 5 9763 6 10263 7 10763 8 11263 8 11763 9 12263 9 12763 9 13262 11 13761 12 14261 13 14766 8 15266 8 15766 9 16266 9 16760 2 16766 9 17260 4 17266 9 17760 4 17766 9 18261 3 18266 9 18761 14 19262 13 19763 12 20264 11 20765 9 21266 8 21767 7 22268 5
TCGA-AO-A0J2-01A-01-BSA_0, 4077 7 4575 10 5074 12 5573 14 6073 14 6572 16 7071 17 7571 18 8070 19 8570 19 9069 20 9568 21 10068 21 10567 22 11066 23 11566 23 12065 23 12565 23 13065 23 13565 23 14064 23 14564 23 15064 23 15564 23 16064 23 16564 24 17065 23 17565 23 18065 24 18566 23 19066 24 19566 24 20067 23 20567 23 21067 23 21568 22 22068 22 22568 22 23068 22 23569 21 24069 21 24570 19 25070 19 25571 17 26073 15 26576 10
TCGA-AO-A0J2-01A-01-BSA_0, 63140 5 63640 7 64140 8 64639 9 65139 10 65639 10 66139 10 66639 10 67139 10 67639 10 68140 8 68642 4
TCGA-AO-A0J2-01A-01-BSA_0, 17130 3 17629 6 18129 8 18628 10 19128 11 19628 13 20128 14 20628 15 21128 16 21628 17 22128 18 22628 19 23128 19 23628 20 24128 20 24628 20 25128 20 25629 19 26129 19 26630 18 27131 17 27633 14 28137 8
TCGA-AO-A0J2-01A-01-BSA_0, 102426 6 102923 12 103422 14 103920 18 104419 20 104917 24 105416 26 105914 29 106412 32 106911 33 107410 35 107909 36 108408 37 108908 37 109408 37 109908 37 110407 38 110907 38 111407 38 111907 38 112407 38 112908 37 113408 36 113908 35 114408 34 114908 33 115409 31 115910 28 116411 26 116914 22 117416 20 117918 17 118419 15 118922 11 119425 6
TCGA-AO-A0J2-01A-01-BSA_0, 28398 6 28897 10 29396 12 29895 14 30395 16 30894 18 31394 20 31894 22 32393 25 32893 26 33393 27 33893 28 34393 29 34893 30 35393 30 35893 31 36394 30 36895 29 37397 28 37899 26 38400 25 38901 23 39403 20 39904 18 40405 15 40907 11
TCGA-AO-A0J2-01A-01-BSA_0, 230598 9 231095 15 231592 20 232090 23 232588 26 233086 28 233585 30 234083 33 234582 34 235082 35 235581 36 236081 37 236581 37 237081 37 237581 38 238082 37 238582 37 239082 37 239583 36 240083 36 240583 36 241083 35 241584 33 242084 33 242584 33 243085 31 243585 30 244086 28 244586 27 245086 25 245586 24 246086 23 246586 22 247085 21 247587 15
TCGA-AO-A0J2-01A-01-BSA_0, 237034 15 237533 20 238030 24 238526 29 239020 36 239512 45 240009 48 240507 51 241005 54 241504 55 242003 57 242503 57 243003 57 243503 57 244003 57 244503 57 245003 58 245503 58 246003 51 246056 5 246503 51 246557 3 247003 57 247503 57 248003 47 248052 8 248503 47 248552 8 249003 56 249503 22 249538 18
TCGA-AO-A0J2-01A-01-BSA_0, 2841 13 3339 17 3839 17 4339 17 4838 18 5338 18 5837 19 6337 19 6837 19 7336 20 7836 20 8336 20 8836 21 9335 22 9835 22 10335 22 10835 22 11335 22 11835 22 12335 22 12835 22 13335 22 13835 22 14335 22 14836 21 15336 21 15837 20 16337 20 16838 19 17338 19 17839 18 18339 18 18839 18 19340 18 19840 18 20340 18 20841 17 21341 17 21841 17 22342 16 22842 15 23343 14 23843 14 24344 13 24844 13 25344 12 25845 10 26345 10 26846 7
TCGA-AO-A0J2-01A-01-BSA_0, 197281 4 197779 8 198278 9 198777 11 199277 11 199777 12 200277 12 200777 12 201277 12 201777 12 202277 12 202777 11 203277 11 203777 11 204277 11 204777 12 205277 12 205777 12 206277 11 206777 11 207278 10 207779 9 208280 7
TCGA-AO-A0J2-01A-01-BSA_0, 43872 7 44370 11 44869 13 45368 15 45868 16 46367 17 46867 18 47367 18 47867 18 48366 19 48866 20 49366 20 49866 20 50366 20 50865 21 51365 21 51864 22 52363 23 52860 25 53359 26 53858 27 54358 27 54857 27 55357 27 55857 26 56357 26 56857 25 57357 24 57857 23 58357 22 58857 21 59357 20 59857 19 60357 17 60858 14 61360 11
TCGA-AO-A0J2-01A-01-BSA_0, 6312 1 6809 7 7308 10 7807 13 8306 15 8805 17 9305 18 9804 20 10304 20 10805 19 11305 18 11805 17 12306 14 12807 11 13308 7
TCGA-AO-A0J2-01A-01-BSA_0, 236307 7 236806 12 236822 5 237306 24 237805 26 238305 26 238805 26 239305 27 239805 27 240305 27 240805 27 241306 26 241807 26 242308 25 242809 24 243310 23 243814 19 244318 16 244821 13 245322 12 245823 11 246323 11
TCGA-AO-A0J2-01A-01-BSA_0, 141 35 641 36 1141 37 1641 39 2141 40 2641 41 3141 42 3641 43 4142 43 4642 12 4658 28 5147 3 5163 23 5665 21 6167 19 6669 17 7171 15 7673 13 8174 12 8676 9
TCGA-AO-A0J2-01A-01-BSA_0, 125277 5 125777 6 126277 8 126777 10 127276 12 127776 12 128276 13 128776 13 129276 14 129776 14 130276 14 130777 13 131277 13 131777 13 132277 13 132778 12 133278 12 133779 11 134280 10 134781 8 135282 7 135783 5
TCGA-AO-A0J2-01A-01-BSA_0, 68301 12 68801 16 69301 19 69801 22 70301 25 70801 37 71301 38 71801 41 72301 42 72801 44 73301 45 73801 46 74301 47 74801 47 75301 48 75802 48 76302 49 76803 49 77304 49 77805 49 78306 48 78806 49 79307 48 79808 47 80309 47 80810 46 81311 45 81812 44 82313 43 82814 42 83314 42 83815 41 84316 40 84817 39 85318 38 85819 37 86320 36 86822 34 87324 32 87826 29 88327 28 88829 26 89330 25 89831 23 90333 21 90834 19 91336 16 91837 14 92340 10
TCGA-AO-A0J2-01A-01-BSA_0, 11603 4 12102 7 12601 10 13101 10 13601 11 14101 12 14602 11 15102 12 15602 13 16102 13 16602 14 17102 14 17602 14 18103 13 18603 12 19103 12 19604 10 20105 8 20606 6 21108 2
TCGA-AO-A0J2-01A-01-BSA_0, 217570 7 218068 10 218566 12 219064 14 219563 16 220063 16 220563 16 221063 16 221563 16 222064 15 222565 13 223066 12 223567 11 224068 9 224569 6
TCGA-AO-A0J2-01A-01-BSA_0, 97474 9 97971 15 98468 22 98966 25 99464 28 99963 29 100461 30 100960 29 101459 28 101958 28 102458 26 102957 26 103457 23 103957 20 104457 18 104957 16 105458 14 105959 11 106463 4
TCGA-AO-A0J2-01A-01-BSA_0, 1223 29 1723 31 2222 32 2722 33 3222 34 3722 34 4222 35 4722 35 5222 36 5722 36 6222 37 6722 38 7222 38 7722 39 8222 40 8722 40 9222 41 9722 41 10222 41 10722 41 11222 41 11723 40 12224 39 12725 38 13226 36 13727 34 14228 33 14728 38 15230 36 15734 32 16258 8 16762 4 17264 2 17764 2 18264 2
TCGA-AO-A0J2-01A-01-BSA_0, 146044 7 146541 13 147040 16 147538 19 148037 22 148536 24 149035 26 149534 27 150033 28 150532 30 151031 31 151531 31 152030 33 152530 33 153030 33 153530 34 154030 34 154530 35 155030 35 155530 36 156030 37 156531 36 157032 36 157534 34 158036 33 158539 31 159042 28 159544 26 160046 25 160547 24 161049 23 161550 22 162052 20 162553 19 163055 16 163557 14 164058 12 164559 11 165059 9 165560 8 166061 6
TCGA-AO-A0J2-01A-01-BSA_0, 114127 3 114625 8 115125 9 115624 11 116124 12 116624 13 117124 13 117623 15 118123 15 118623 15 119123 16 119623 16 120123 16 120623 16 121123 16 121623 16 122123 17 122623 17 123123 17 123623 17 124123 17 124623 18 125123 18 125624 17 126124 17 126625 17 127125 17 127625 17 128126 16 128626 16 129126 16 129627 15 130127 15 130627 15 131127 15 131627 15 132127 15 132627 15 133127 15 133627 15 134127 15 134627 15 135127 15 135627 15 136127 15 136627 15 137127 15 137627 16 138127 16 138628 15 139128 14 139629 13 140130 12 140631 11 141133 8
TCGA-AO-A0J2-01A-01-BSA_0, 130535 6 131033 9 131531 12 132028 16 132527 17 133027 18 133527 18 134027 18 134527 18 135027 18 135527 18 136027 17 136528 16 137028 16 137528 15 138028 14 138528 13 139029 11 139529 10 140031 3
TCGA-AO-A0J2-01A-01-BSA_0, 17881 8 18379 12 18878 14 19378 15 19877 17 20377 17 20877 18 21377 18 21877 19 22377 19 22877 19 23377 19 23877 19 24377 19 24877 19 25377 19 25877 18 26377 18 26878 17 27378 16 27878 16 28379 14 28880 12 29382 8 29885 1
TCGA-AO-A0J2-01A-01-BSA_0, 89427 20 89926 24 90426 26 90925 29 91425 31 91925 32 92425 33 92925 34 93426 34 93926 35 94426 35 94926 36 95427 35 95927 35 96428 34 96929 33 97430 32 97930 32 98433 28 98935 25 99438 20 99940 15 100445 8 100946 5
TCGA-AO-A0J2-01A-01-BSA_0, 28863 1 29361 6 29861 10 30360 15 30860 16 31360 17 31860 18 32359 19 32859 20 33359 21 33859 21 34359 21 34859 22 35359 22 35859 22 36360 21 36860 21 37360 21 37860 21 38360 21 38861 20 39361 20 39862 19 40362 19 40863 17 41364 16 41865 14 42366 12
TCGA-AO-A0J2-01A-01-BSA_0, 147147 8 147646 10 148145 11 148644 13 149143 15 149642 16 150141 18 150641 18 151141 18 151640 19 152140 19 152640 19 153140 19 153640 19 154140 18 154640 18 155140 17 155640 17 156141 15 156641 14 157141 13 157642 10 158143 7 158646 1
